"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060047","GO:0060047","heart contraction","12/297","226/18384",0.0530973451327434,3.28667203003486,4.43228055160985,0.00032376959523394,0.0317816986165045,0.0279127704695937,"Rgs2/Cacna1e/Fgf13/Nos3/Adm/Ednra/Trpv1/Myl4/Map2k6/Pik3r1/Ehd3/Smad7",12
"GO:0006112","GO:0006112","energy reserve metabolic process","8/297","106/18384",0.0754716981132075,4.67162187916905,4.85791256891989,0.00032383099027006,0.0317816986165045,0.0279127704695937,"Irs1/Per2/Stbd1/Lep/Gys2/Nr1d1/Ppp1r1a/Gbe1",8
"GO:0042744","GO:0042744","hydrogen peroxide catabolic process","4/297","22/18384",0.181818181818182,11.2543617998163,6.16684643987985,0.000388069038157289,0.0348568427646534,0.0306135635833897,"Snca/Hbb-bt/Hbb-b1/Hba-a1",4
"GO:0002790","GO:0002790","peptide secretion","14/297","300/18384",0.0466666666666667,2.88861952861953,4.22630663086438,0.000395510917999269,0.0348568427646534,0.0306135635833897,"Irs1/Per2/Inhbb/Cacna1e/Pex5l/Cnr1/Aacs/Lep/Bmal1/Trpv1/Doc2b/Nr1d1/Sybu/Abat",14
"GO:0046883","GO:0046883","regulation of hormone secretion","14/297","300/18384",0.0466666666666667,2.88861952861953,4.22630663086438,0.000395510917999269,0.0348568427646534,0.0306135635833897,"Irs1/Per2/Inhbb/Cacna1e/Pex5l/Cnr1/Aacs/Lep/Bmal1/Retn/Doc2b/Nr1d1/Sybu/Abat",14
"GO:0045444","GO:0045444","fat cell differentiation","13/297","265/18384",0.0490566037735849,3.03655422145988,4.27912477952672,0.00039575454667292,0.0348568427646534,0.0306135635833897,"Per2/Inhbb/Rgs2/Dusp10/Cds1/Sh2b2/Lep/Bmal1/Tlcd3b/Retn/Nr1d1/Retreg1/Nr4a1",13
"GO:0007623","GO:0007623","circadian rhythm","12/297","233/18384",0.0515021459227468,3.18793081024841,4.30689630016612,0.000426444193185,0.0366208950897618,0.0321628699386371,"Npas2/Per2/Id1/Ciart/Kcna2/Per3/Lep/Dbp/Bmal1/Per1/Nr1d1/Nampt",12
"GO:0006865","GO:0006865","amino acid transport","10/297","170/18384",0.0588235294117647,3.64111705288176,4.43315169994228,0.000455328702436477,0.0367776312611609,0.0323005259157242,"Per2/Rgs2/Slc43a1/Lep/Snca/Grin2b/Pak1/Trpv1/Abat/Nfkbie",10
"GO:0045471","GO:0045471","response to ethanol","9/297","140/18384",0.0642857142857143,3.97922077922078,4.53429553896683,0.000458733721653416,0.0367776312611609,0.0323005259157242,"Rgs2/Maob/Cnr1/Aacs/Lep/Grin2b/Ccl7/Unc79/Abat",9
"GO:0003015","GO:0003015","heart process","12/297","235/18384",0.051063829787234,3.16079948420374,4.27194052088857,0.000460389561638986,0.0367776312611609,0.0323005259157242,"Rgs2/Cacna1e/Fgf13/Nos3/Adm/Ednra/Trpv1/Myl4/Map2k6/Pik3r1/Ehd3/Smad7",12
"GO:0050708","GO:0050708","regulation of protein secretion","14/297","306/18384",0.0457516339869281,2.83197993001915,4.14103959129566,0.000481808202257382,0.0376138903353206,0.0330349834370731,"Irs1/Per2/Inhbb/Cacna1e/Cnr1/Aacs/Lep/Bmal1/Vegfc/Doc2b/Nr1d1/Rsad2/Sybu/Abat",14
"GO:0015833","GO:0015833","peptide transport","14/297","310/18384",0.0451612903225806,2.79543825350277,4.08533176559384,0.000547852106017759,0.0393032537974265,0.0345186931382592,"Irs1/Per2/Inhbb/Cacna1e/Pex5l/Cnr1/Aacs/Lep/Bmal1/Trpv1/Doc2b/Nr1d1/Sybu/Abat",14
"GO:0006740","GO:0006740","NADPH regeneration","4/297","24/18384",0.166666666666667,10.3164983164983,5.85228060121519,0.000549567967310218,0.0393032537974265,0.0345186931382592,"Prps1/Acacb/Aldh1l1/Tkt",4
"GO:0032891","GO:0032891","negative regulation of organic acid transport","4/297","24/18384",0.166666666666667,10.3164983164983,5.85228060121519,0.000549567967310218,0.0393032537974265,0.0345186931382592,"Rgs2/Slc43a1/Lep/Abat",4
"GO:0006084","GO:0006084","acetyl-CoA metabolic process","5/297","42/18384",0.119047619047619,7.36892736892737,5.29505829601863,0.000554716457575716,0.0393032537974265,0.0345186931382592,"Acacb/Pdhb/Acaca/Fasn/Hmgcs1",5
"GO:0018958","GO:0018958","phenol-containing compound metabolic process","8/297","115/18384",0.0695652173913043,4.30601668862538,4.55721714696526,0.000560657768871586,0.0393032537974265,0.0345186931382592,"Duoxa1/Maob/Snca/Cyp2e1/Tph2/Ednra/Dct/Abat",8
"GO:0005977","GO:0005977","glycogen metabolic process","7/297","89/18384",0.0786516853932584,4.86845987969583,4.68781044623477,0.000595250026832536,0.0397943187483183,0.0349499785590072,"Irs1/Per2/Stbd1/Gys2/Nr1d1/Ppp1r1a/Gbe1",7
"GO:0030073","GO:0030073","insulin secretion","12/297","243/18384",0.0493827160493827,3.05674024192543,4.13575801054101,0.000619879502010642,0.0397943187483183,0.0349499785590072,"Irs1/Per2/Inhbb/Cacna1e/Cnr1/Aacs/Lep/Bmal1/Doc2b/Nr1d1/Sybu/Abat",12
"GO:0072593","GO:0072593","reactive oxygen species metabolic process","12/297","243/18384",0.0493827160493827,3.05674024192543,4.13575801054101,0.000619879502010642,0.0397943187483183,0.0349499785590072,"Duoxa1/Nos3/Sod3/Lep/Snca/Gadd45a/Hbb-bt/Hbb-b1/Mmp3/Cryab/Hba-a1/Fbln5",12
"GO:0045859","GO:0045859","regulation of protein kinase activity","18/297","467/18384",0.0385438972162741,2.38582830445785,3.8872132787973,0.000624986572984738,0.0397943187483183,0.0349499785590072,"Rgs2/Dusp10/Cd40/Synpo2/Zfyve28/Lep/Snca/Gadd45a/Pak1/Cd24a/Gadd45b/Vegfc/Traf4/Map2k6/Nedd9/Angpt1/Deptor/Sfrp5",18
"GO:0048251","GO:0048251","elastic fiber assembly","3/297","11/18384",0.272727272727273,16.8815426997245,6.75152904955719,0.000625587543641686,0.0397943187483183,0.0349499785590072,"Fbln5/Myh11/Lox",3
"GO:0014059","GO:0014059","regulation of dopamine secretion","4/297","25/18384",0.16,9.90383838383838,5.70855133380715,0.000645988813699474,0.0401604299178354,0.0352715213803773,"Kcna2/Cnr1/Snca/Abat",4
"GO:0044042","GO:0044042","glucan metabolic process","7/297","91/18384",0.0769230769230769,4.76146076146076,4.60933118436631,0.000680376324180905,0.0401604299178354,0.0352715213803773,"Irs1/Per2/Stbd1/Gys2/Nr1d1/Ppp1r1a/Gbe1",7
"GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus","14/297","317/18384",0.0441640378548896,2.73370933307842,3.98993706039577,0.000681998863814443,0.0401604299178354,0.0352715213803773,"Grem2/Cd59a/Pmepa1/Chrdl1/Htra3/Fam20c/Peg10/Vegfc/Cilp/Sfrp4/Angpt1/Smoc2/Lox/Smad7",14
"GO:0005978","GO:0005978","glycogen biosynthetic process","5/297","44/18384",0.113636363636364,7.03397612488522,5.13491677363335,0.000689800688545062,0.0401604299178354,0.0352715213803773,"Irs1/Per2/Gys2/Nr1d1/Gbe1",5
"GO:0009250","GO:0009250","glucan biosynthetic process","5/297","44/18384",0.113636363636364,7.03397612488522,5.13491677363335,0.000689800688545062,0.0401604299178354,0.0352715213803773,"Irs1/Per2/Gys2/Nr1d1/Gbe1",5
"GO:0015670","GO:0015670","carbon dioxide transport","3/297","12/18384",0.25,15.4747474747475,6.42727007489601,0.000824172573709462,0.0457553135242467,0.0401853148120711,"Car2/Hbb-b1/Hba-a1",3
"GO:0046166","GO:0046166","glyceraldehyde-3-phosphate biosynthetic process","3/297","12/18384",0.25,15.4747474747475,6.42727007489601,0.000824172573709462,0.0457553135242467,0.0401853148120711,"Tkt/Slc25a10/Pcx",3
"GO:0051262","GO:0051262","protein tetramerization","7/297","94/18384",0.074468085106383,4.60949924779712,4.49580202577258,0.000825860098545356,0.0457553135242467,0.0401853148120711,"Acacb/Snca/Grin2b/Me1/Trpv1/Acaca/Trp63",7
"GO:0019362","GO:0019362","pyridine nucleotide metabolic process","10/297","185/18384",0.0540540540540541,3.34589134589135,4.10935010782112,0.000878129164189759,0.0471308387342472,0.0413933911935501,"Fmo1/Prps1/Acacb/Bpgm/Aldh1l1/Tkt/Me1/Slc4a1/Nampt/Pcx",10
"GO:0046496","GO:0046496","nicotinamide nucleotide metabolic process","10/297","185/18384",0.0540540540540541,3.34589134589135,4.10935010782112,0.000878129164189759,0.0471308387342472,0.0413933911935501,"Fmo1/Prps1/Acacb/Bpgm/Aldh1l1/Tkt/Me1/Slc4a1/Nampt/Pcx",10
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","12/297","254/18384",0.047244094488189,2.92436172751133,3.95738056073257,0.00091285865693918,0.0482410690244013,0.0423684681908938,"Rgs2/Itih5/Timp1/Nos3/Tfpi2/Snca/Apoc1/Cryab/Serpinf1/Vtn/Serpina3i/Nr4a1",12
"GO:0001659","GO:0001659","temperature homeostasis","10/297","187/18384",0.053475935828877,3.31010641171069,4.06870347821221,0.000953276336424691,0.0496137002366487,0.0435740028738942,"Per2/Id1/Cnr1/Lep/Clstn3/Bmal1/Trpv1/Nr1d1/Map2k6/Abat",10
